,"{SIM_ID=""1""}","{SIM_ID=""2""}","{SIM_ID=""3""}","{SIM_ID=""4""}","{SIM_ID=""5""}"
2023-03-24 02:15:00,0.001526661,0.001380412,0.001558422,0.001398661,0.001838844
2023-03-24 02:15:01,0.001810779,0.00144727,0.001352874,0.00189006,0.001832333
2023-03-24 02:15:02,0.001410017,0.001597478,0.001434562,0.001638435,0.001844157
2023-03-24 02:15:03,0.001353894,0.001445667,0.00145999,0.001439469,0.00202854
2023-03-24 02:15:04,0.001318439,0.001322293,0.001431702,0.002800343,0.002698852
2023-03-24 02:15:05,0.001536219,0.001256545,0.001260534,0.008578625,0.001722858
2023-03-24 02:15:06,0.001546256,0.001320087,0.001590277,0.00243852,0.001435374
2023-03-24 02:15:07,0.001620977,0.001226279,0.007633661,0.001620708,0.016182071
2023-03-24 02:15:08,0.003164333,0.001315664,0.001548793,0.002459118,0.001910408
2023-03-24 02:15:09,0.001528936,0.001981124,0.001672437,0.003417971,0.001827831
2023-03-24 02:15:10,0.001802246,0.001812487,0.001650713,0.001469046,0.001674943
2023-03-24 02:15:11,0.001385596,0.001883979,0.001372286,0.005164049,0.002496829
2023-03-24 02:15:12,0.001652103,0.001777328,0.001326311,0.00478815,0.00161572
2023-03-24 02:15:13,0.001727494,0.002318582,0.001321499,0.005368093,0.001622286
2023-03-24 02:15:14,0.001636237,0.00175531,0.001630579,0.001475575,0.001367706
2023-03-24 02:15:15,0.001567741,0.002279678,0.001749586,0.001685301,0.002399795
2023-03-24 02:15:16,0.002222756,0.001496728,0.001476145,0.002980119,0.002241427
2023-03-24 02:15:17,0.001734078,0.001743059,0.001472373,0.002801489,0.001576471
2023-03-24 02:15:18,0.005926224,0.001314256,0.002052302,0.003045655,0.001637723
2023-03-24 02:15:19,0.001710039,0.001480806,0.001922498,0.003089221,0.001392902
2023-03-24 02:15:20,0.001464663,0.001557462,0.002148357,0.001835375,0.002190334
2023-03-24 02:15:21,0.001962664,0.001354171,0.001502696,0.00354696,0.001857452
2023-03-24 02:15:22,0.001592896,0.001419808,0.001310015,0.004598311,0.001875726
2023-03-24 02:15:23,0.001498205,0.001222698,0.001678827,0.002390962,0.00178727
2023-03-24 02:15:24,0.001498652,0.001541338,0.001693214,0.00243625,0.001543229
2023-03-24 02:15:25,0.001455254,0.00144701,0.001253436,0.001500621,0.001775369
2023-03-24 02:15:26,0.001835634,0.001474625,0.001464425,0.001564967,0.001904242
2023-03-24 02:15:27,0.001556461,0.001405664,0.001552306,0.001442164,0.001389103
2023-03-24 02:15:28,0.001962286,0.001761257,0.00181707,0.002317008,0.001313727
2023-03-24 02:15:29,0.001515748,0.001451727,0.001818422,0.001776269,0.001692596
2023-03-24 02:15:30,0.005335457,0.001498379,0.001474665,0.002595704,0.001974235
2023-03-24 02:15:31,0.001739974,0.001487375,0.001626583,0.001532933,0.001584118
2023-03-24 02:15:32,0.002178926,0.001443334,0.001664187,0.001335992,0.001309022
2023-03-24 02:15:33,0.00140877,0.001431885,0.001651102,0.001500001,0.001819271
2023-03-24 02:15:34,0.001972357,0.001606589,0.001675723,0.005275806,0.001739375
2023-03-24 02:15:35,0.00138224,0.001428192,0.001177292,0.001535165,0.001491364
2023-03-24 02:15:36,0.00144178,0.00157092,0.001330054,0.001532637,0.002105781
2023-03-24 02:15:37,0.001821572,0.001334542,0.001151107,0.00270719,0.00363955
2023-03-24 02:15:38,0.00220111,0.001118287,0.001713454,0.00145842,0.001506479
2023-03-24 02:15:39,0.002005428,0.001513119,0.001738661,0.006224673,0.001760925
2023-03-24 02:15:40,0.001674204,0.00142937,0.001712478,0.001425993,0.00161484
2023-03-24 02:15:41,0.00147986,0.001369495,0.001742136,0.001387374,0.001528582
2023-03-24 02:15:42,0.001935464,0.001352055,0.001701975,0.001585632,0.001839381
2023-03-24 02:15:43,0.001419109,0.001343284,0.001797245,0.001462829,0.002510157
2023-03-24 02:15:44,0.005631436,0.001495404,0.001938585,0.001480845,0.001709208
2023-03-24 02:15:45,0.002148055,0.001399416,0.001389998,0.001491193,0.001560936
2023-03-24 02:15:46,0.004030978,0.001336301,0.001604398,0.001375837,0.001471623
2023-03-24 02:15:47,0.00502376,0.001598749,0.002133283,0.001579933,0.001613295
2023-03-24 02:15:48,0.001783991,0.001380291,0.002024831,0.001483901,0.001785117
2023-03-24 02:15:49,0.003983952,0.00135415,0.002076677,0.001477422,0.001799776
2023-03-24 02:15:50,0.001696889,0.001443774,0.001229218,0.00174726,0.00136933
2023-03-24 02:15:51,0.001672769,0.001459814,0.001665328,0.00130566,0.00166505
2023-03-24 02:15:52,0.001580839,0.001343483,0.001540896,0.002271867,0.00157299
2023-03-24 02:15:53,0.001602981,0.001326543,0.001609421,0.001389619,0.001783547
2023-03-24 02:15:54,0.001433396,0.001208,0.001237856,0.00139267,0.001642666
2023-03-24 02:15:55,0.002047782,0.001282858,0.001387878,0.00155229,0.001649518
2023-03-24 02:15:56,0.001891734,0.001493264,0.001405875,0.001271667,0.001923784
2023-03-24 02:15:57,0.001884578,0.001465159,0.001658382,0.001506536,0.002044456
2023-03-24 02:15:58,0.001833307,0.001448646,0.001438357,0.001528926,0.001790524
2023-03-24 02:15:59,0.002371872,0.001334257,0.001590463,0.001285041,0.001608272
2023-03-24 02:16:00,0.001774046,0.00172529,0.001466966,0.001508818,0.001718796
2023-03-24 02:16:01,0.00170538,0.001429819,0.001419781,0.001504648,0.001785849
2023-03-24 02:16:02,0.001647848,0.002347881,0.001497643,0.001372167,0.001397953
2023-03-24 02:16:03,0.001636818,0.00118434,0.001327379,0.001313385,0.001287928
2023-03-24 02:16:04,0.001522916,0.001614479,0.001627646,0.001312942,0.001677124
2023-03-24 02:16:05,0.001598951,0.001737612,0.001268715,0.001314268,0.001533752
2023-03-24 02:16:06,0.002697519,0.001536777,0.001340632,0.001429338,0.002156503
2023-03-24 02:16:07,0.00135605,0.001423008,0.001675577,0.001487423,0.001911037
2023-03-24 02:16:08,0.00205501,0.001300427,0.001854499,0.001874357,0.001572742
2023-03-24 02:16:09,0.001543783,0.001342467,0.001625145,0.001505982,0.001530755
2023-03-24 02:16:10,0.001629418,0.001558026,0.001730966,0.001539134,0.00157155
2023-03-24 02:16:11,0.001678984,0.001544042,0.001518224,0.001592838,0.001403686
2023-03-24 02:16:12,0.001795574,0.001599851,0.001568199,0.001867761,0.001599977
2023-03-24 02:16:13,0.001801232,0.00142463,0.001432068,0.001470568,0.001470774
2023-03-24 02:16:14,0.001831697,0.001311285,0.001386786,0.001392637,0.001841874
2023-03-24 02:16:15,0.00161345,0.001253272,0.001288086,0.001615518,0.001439648
2023-03-24 02:16:16,0.001795076,0.001530505,0.001368748,0.001581049,0.00237319
2023-03-24 02:16:17,0.001700353,0.001505016,0.00140102,0.001619704,0.00159012
2023-03-24 02:16:18,0.001820313,0.001693187,0.001595847,0.001726334,0.001873078
2023-03-24 02:16:19,0.001743313,0.0011902,0.002229684,0.00147545,0.001404056
2023-03-24 02:16:20,0.002061931,0.00146287,0.001347585,0.001504194,0.00170619
2023-03-24 02:16:21,0.001566603,0.001439439,0.001788517,0.001272483,0.001323858
2023-03-24 02:16:22,0.001751951,0.001275924,0.001395812,0.001609349,0.001244267
2023-03-24 02:16:23,0.001563151,0.001335836,0.001372521,0.00146699,0.001762549
2023-03-24 02:16:24,0.001606749,0.001282275,0.001661807,0.001535894,0.001841277
2023-03-24 02:16:25,0.001512873,0.001368642,0.001343743,0.001514007,0.001499303
2023-03-24 02:16:26,0.004230469,0.001298953,0.002190917,0.001523783,0.001859634
2023-03-24 02:16:27,0.001590491,0.001404632,0.001343077,0.001461192,0.001335068
2023-03-24 02:16:28,0.001734861,0.001802032,0.001539584,0.002672967,0.001549231
2023-03-24 02:16:29,0.00148476,0.001201774,0.00246496,0.001259583,0.001429992
2023-03-24 02:16:30,0.001637631,0.001793609,0.001994524,0.001427837,0.001880795
2023-03-24 02:16:31,0.001817456,0.001967296,0.002017118,0.001537125,0.001782924
2023-03-24 02:16:32,0.001725103,0.001665059,0.001380974,0.00180941,0.001501989
2023-03-24 02:16:33,0.001798435,0.001679573,0.002085686,0.001476794,0.001776075
2023-03-24 02:16:34,0.001765336,0.001476599,0.001896589,0.001760654,0.001746405
2023-03-24 02:16:35,0.002329899,0.001328719,0.001373987,0.001541512,0.001726561
2023-03-24 02:16:36,0.003009678,0.001224436,0.001332078,0.002051642,0.001555234
2023-03-24 02:16:37,0.001973281,0.001343242,0.001467502,0.001404068,0.001285652
2023-03-24 02:16:38,0.002038857,0.00127772,0.002055436,0.001477479,0.001514409
2023-03-24 02:16:39,0.002030255,0.001333975,0.001667205,0.011951208,0.001757524
2023-03-24 02:16:40,0.001889786,0.001560203,0.001659356,0.003996141,0.001719321
2023-03-24 02:16:41,0.001976685,0.001552851,0.001677867,0.009752034,0.0016338
2023-03-24 02:16:42,0.002071439,0.001792499,0.001425987,0.001447961,0.001312783
2023-03-24 02:16:43,0.001481494,0.001313727,0.001501335,0.003536335,0.001307106
2023-03-24 02:16:44,0.002324408,0.001490993,0.001584555,0.003960531,0.001414683
2023-03-24 02:16:45,0.001603185,0.001197864,0.001438431,0.004625584,0.001267089
2023-03-24 02:16:46,0.002741878,0.001735059,0.001399695,0.004645739,0.001436175
2023-03-24 02:16:47,0.001735815,0.001489878,0.001806808,0.001643789,0.001813451
2023-03-24 02:16:48,0.002998784,0.001330435,0.001707604,0.004311562,0.00135454
